RecipeID;Recipe_Name;Author;Review_Count;Prepare_Time;Cook_Time;Total_Time;Ingredients;Directions;Calories;Servings;Recipe_Photo
19607;Thai Beef Salad Recipe;Mick;91;30 m;15 m;3 h 45 m;green onion,lemon,cilantro,mint,lime juice,sauce,chili,white sugar,steak,lettuce,cucumber,cherry;In a large bowl, stir together the green onions, lemon grass, cilantro, mint leaves, lime juice, fish sauce, chili sauce and sugar until well combined and the sugar is dissolved.  Adjust the flavor, if desired, by adding more sugar and/or fish sauce.  Set aside.Cook the steak over high heat on a preheated grill for approximately 4-6 minutes on each side, until it is cooked medium.  Do not overcook the meat!  Remove from heat and slice into thin strips.  Add the meat and its juices to the sauce and refrigerate, tightly covered, for at least 3 hours.Tear the lettuce into bite size pieces and place in a salad bowl.  Arrange the cucumber on top of the lettuce, and then pour the meat and sauce over.  Top with the cherry tomatoes and garnish with fresh cilantro leaves.;435.3;6;https://images.media-allrecipes.com/userphotos/560x315/1275413.jpg
12446;Sweet Potato Pecan Pie Recipe;Lorrie Sterling;58;X;X;X;bake,potato,egg,white sugar,salt,cinnamon,ginger,clove,cream,butter,brown sugar,pecan;Bake sweet potatoes until tender, peel and mash. Make sure all lumps are removed, straining if necessary.Lightly beat eggs. Blend together eggs and sweet potatoes. Stir in sugar, salt, cinnamon, ginger, and cloves. Blend in cream. Pour into pie shell.Bake in preheated oven at 400 degrees F (205 degrees C) 45-55 minutes or until knife inserted halfway between center and edge of pie comes out clean. Cool completely on rack.To make Caramelized Pecan Topping: Combine butter or margarine, brown sugar, and pecans. Gently drop by spoonfuls over cooled pie to cover top. Broil 5 inches below heat until mixture begins to bubble, about 3 minutes. Watch carefully, if cooked too long, top will turn syrupy. Cool on rack.;283.8;8;https://images.media-allrecipes.com/userphotos/560x315/2789290.jpg
15236;Pumpkin Squares Recipe;GINGER P;89;X;X;X;egg,vegetable oil,white sugar,pumpkin,flour,cinnamon,clove,ginger,nutmeg,baking soda,baking powder,salt;Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking pan.In a medium bowl, mix together the eggs, oil, sugar and pumpkin until smooth. Sift together the flour, cinnamon, cloves, ginger, nutmeg, baking soda, baking powder and salt. Stir into the pumpkin mixture.Spread evenly into the prepared pan and bake for 25 to 30 minutes. The bars should spring back to the touch when done. Allow to cool before frosting.;223.0;24;https://images.media-allrecipes.com/userphotos/560x315/4560243.jpg
18872;Slow Cooker Wieners in Wiener BBQ Sauce Recipe;CLAYCO;23;10 m;1 h;1 h 10 m;2 pounds hot dogs,grape,mustard,brown sugar,vinegar;Place the wieners in a slow cooker. In a medium bowl, combine the grape jelly, mustard, brown sugar and cider vinegar. Mix well and pour over the wieners.Cook on low setting for at least 1 hour before serving.;552.9;7;https://images.media-allrecipes.com/userphotos/560x315/779103.jpg
19499;Salmon Puffs Recipe;TEXICANTWIN;29;40 m;20 m;1 h;salmon,cheese,black pepper,garlic,pastry,egg;'Preheat oven to 350 degrees F (175 degrees C). Line two baking sheets with parchment paper.Combine smoked salmon, feta cheese, black pepper and garlic.Roll out puff pastry on lightly floured surface to form a 12x12 inch sheet. Cut sheet into 16 3x3-inch squares. Place a spoonful of salmon filling in the center of each square. Pull together corners of each square to form 16 small packets. Brush packets with egg whites and place on prepared baking sheets. (The puffs can be frozen at this point. See Editor''s Note.)Bake in preheated oven until pastry is golden brown, about 20 minutes. Serve warm.';405.1;8;https://images.media-allrecipes.com/userphotos/250x250/57092.jpg
10661;Oatmeal Peanut Butter Bars Recipe;Karen Heise;162;X;X;X;peanut butter,brown sugar,corn syrup,butter,vanilla,oat,coconut,seed,raisin,chocolate;Preheat oven to 350 degrees F (175 degrees C).In a large bowl stir together the peanut butter, the butter or  margarine, the brown sugar, the syrup and the vanilla until smooth.Add all the other ingredients. Stir well.Press the mixture into 13 x 9 inch greased pan. Bake for 20-25 minutes.  Let cool on wire rack before cutting into bars.;72.5;32;https://images.media-allrecipes.com/userphotos/560x315/721347.jpg
10765;Peanut Butter Crispies II Recipe;April;87;X;X;X;cereal,white sugar,peanut butter,corn syrup,butter;In a medium sauce pan, mix together sugar, peanut butter, and corn syrup. Be careful not to let it burn, or it will ruin the recipe.  Stir mixture until well melted.  Remove pan from heat.Combine warm peanut butter mixture with crisp rice cereal.Grease well a 9 x 13 inch pan with butter or margarine.  Spread mixture in pan.  Allow to cool.  When mixture is no longer sticky to the touch, cut into bars.;397.4;12;https://images.media-allrecipes.com/userphotos/250x250/362532.jpg
16597;Cocktail Wieners I Recipe;CHEFKIM;34;10 m;10 m;20 m;cranberry sauce,chili,cocktail;In a 4-quart saucepan over medium heat, combine cranberry sauce and chili sauce. Break the cranberry sauce into smaller pieces with wooden spoon to speed up the melting process. Stir and heat until the cranberry sauce is melted.  Add the cocktail wieners and cook until the wieners are heated. Use toothpicks for serving.;351.4;15;https://images.media-allrecipes.com/userphotos/250x250/194656.jpg
17128;Easy Summer Pie Recipe;LUCYSEALE;28;25 m;15 m;40 m;pie,cream cheese,white sugar,orange,strawberry,kiwi,raspberry,blueberry;Preheat oven to 400 degrees F (200 degrees C).Roll pastry into an 11 inch circle. Lay flat on a baking sheet or pizza pan. Prick several times with a fork. Bake in preheated oven for 12 to 15 minutes, until light brown. Remove and allow to cool completely.In a small mixing bowl, beat together cream cheese and sugar until mixture is creamy and smooth. Spread evenly onto cooled pastry. Arrange fruit in a decorative pattern over cream cheese layer. Chill until ready to serve.;430.2;8;https://images.media-allrecipes.com/userphotos/250x250/233816.jpg
24755;Famous Potatoes Recipe;HAULBUR;20;10 m;45 m;55 m;potato,butter,garlic,pepper,cheese;Preheat oven to 375  degrees F (190 degrees C).In a 9x13 inch casserole dish combine potatoes, butter, garlic salt and pepper.Bake in preheated oven for 45 minutes, stirring occasionally.Stir in processed cheese and stir to melt.;539.1;6;https://images.media-allrecipes.com/userphotos/560x315/803763.jpg
8842;Basil Chicken over Angel Hair Recipe;Wendy Mercadante;857;15 m;20 m;35 m;pasta,olive,onion,garlic,tomato,chicken,basil,salt,hot pepper,parmesan;In a large pot of salted boiling water, cook angel hair pasta until it is al dente, about 8 to 10 minutes. Drain, and set aside.In a large skillet, heat oil over medium-high heat. Saute the onions and garlic. Stir in the tomatoes, chicken, basil, salt and hot pepper sauce. Reduce heat to medium, and cover skillet. Simmer for about 5 minutes, stirring frequently, until mixture is hot and tomatoes are soft.Toss sauce with hot cooked angel hair pasta to coat. Serve with Parmesan cheese.;342.3;4;https://images.media-allrecipes.com/userphotos/560x315/2241102.jpg
12642;Shaker Lemon Pie Recipe;Susan Hissam;29;X;X;X;lemon,white sugar,egg,pastry;Slice the lemons and combine in a large bowl with the 2 cups sugar. Let stand for at least 4 hours, preferably overnight.Add the beaten eggs and mix well. Pour into an unbaked 9 inch piecrust and cover with a top crust.Brush the top with milk and sprinkle granulated sugar on top.Bake at 450 degrees F (230 degrees C) for 15 minutes, then reduce heat to 375 degrees F (190 degrees C) and bake for an additional 20 to 25 minutes, or until a knife inserted into the pie comes out clean.;207.6;8;https://images.media-allrecipes.com/userphotos/560x315/3802317.jpg
10831;Thin Mint Cookies Recipe;Lauren;68;X;X;X;flour,cocoa powder,salt,butter,white sugar,egg,mint,chocolate,butter;In a large bowl, beat 1/2 cup butter or margarine until creamy.  Add the sugar, and beat until mixed well.  Beat in egg and mint extract.Sift flour, cocoa, and salt together into a small bowl.  Add flour mixture by halves into creamed mixture, beating well after each addition.Divide dough in half.  On lightly floured surface roll dough into two 1 1/2 inch diameter cylinders.  Wrap each cylinder in waxed paper, and refrigerate 5 hours.Preheat oven to 350 degrees F (175 degrees C).  Thirty minutes prior to baking, place both cylinders in freezer.Remove one cylinder at a time, and slice 1/4 inch thick pieces with very sharp knife.  Place on cookie sheets about 1 1/2 inches apart.  Bake 10 to 12 minutes.Melt 1/4 cup butter or margarine and the semisweet chocolate in a double boiler or in the microwave.  Drizzle over warm cookies.  Place on wire racks, and let cool and harden completely.;153.7;18;https://images.media-allrecipes.com/userphotos/560x315/5125043.jpg
21323;Saras Special Red Potato Salad Recipe;sal;6;15 m;15 m;30 m;potato,vanilla,green onion,lemon juice,celery,carrot,bean,onion,pepper,garlic;Bring a large pot of lightly salted water to a boil. Add potatoes and cook for 15 minutes or until tender but firm. Drain the potatoes and transfer to a large bowl.In a large mixing bowl, toss together the vanilla yogurt, green onions, lemon, celery, carrots, bean sprouts, red onion, salt, pepper and garlic salt. Pour the mixture over the potatoes. Mix gently, thoroughly coating but not mashing the potatoes. Refrigerate until serving.;57.7;6;https://images.media-allrecipes.com/userphotos/560x315/3600050.jpg
26490;Holiday Cranberry Sauce Recipe;MARJK;245;5 m;15 m;8 h 20 m;cranberry,water,clove,berry,cinnamon,white sugar;Place fresh cranberries and water in a medium saucepan over medium heat.Wrap cloves, allspice berries and cinnamon sticks in a spice bag. Place in the water with cranberries.Cook until cranberries begin to burst, about 10 minutes.Stir in sugar and reduce heat to low. Continue cooking 5 minutes, or until sugar has dissolved. Remove from heat and allow to cool. Discard spice bag. Chill in the refrigerator 8 hours, or overnight, before serving.;110.5;16;https://images.media-allrecipes.com/userphotos/560x315/792949.jpg
25651;A;Denyse;22;15 m;1 h 45 m;2 h;vegetable oil,chicken,onion,water,chicken,celery,carrot,garlic,pepper,noodle;In a large pot over medium heat, cook chicken pieces in oil until browned on both sides.  Stir in onion and cook 2 minutes more.  Pour in water and chicken bouillon and bring to a boil.  Reduce heat and simmer 45 minutes.Stir in celery, carrots, garlic, salt and pepper.  Simmer until carrots are just tender.  Remove chicken pieces and pull the meat from the bone.  Stir the noodles into the pot and cook until tender, 10 minutes.  Return chicken meat to pot just before serving.;118.9;16;https://images.media-allrecipes.com/userphotos/560x315/1121794.jpg
20128;Dijonnaise Chicken Recipe;Teri;92;15 m;30 m;45 m;chicken,mayonnaise,olive,lemon juice,pepper,salt,chicken;Preheat oven to 350 degrees F (175 degrees C).Place chicken in a 9x13 inch baking dish. In a medium bowl, mix the mustard-mayonnaise blend, olive oil, lemon juice, lemon pepper, salt, and bouillon. Pour the mixture over the chicken.Bake 30 minutes in the preheated oven, or until chicken is no longer pink and juices run clear.;285.0;4;https://images.media-allrecipes.com/userphotos/250x250/258053.jpg
12294;Banbury Tarts Recipe;Carol;1;X;X;X;fig,egg,brown sugar,citron,raisin,walnut,bake;Chop the figs as fine as possible, measure to 1 cup, and pour boiling water over to cover.  Allow to stand for 45 minutes.  Drain very well.Beat the egg and sugar together.  Stir in the figs, peel, raisins, and nuts.  Fill tart shells 3/4 full with fruit filling.Bake at 375 degrees F (190 degrees C) for 20 to 25 minutes. Cool on racks.;343.7;12;https://images.media-allrecipes.com/userphotos/560x315/660.jpg
19261;Cream Cheese Bars II Recipe;TRIPLETT;73;10 m;35 m;45 m;cream cheese,white sugar,egg,vanilla,crescent roll,white sugar,cinnamon;Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch pan.In a medium bowl, cream together the cream cheese and 1 cup sugar until smooth. Stir in the egg yolk and vanilla. Unwrap one package of crescent rolls and cover the bottom of the prepared pan with the unrolled crescents, pressing the seams together to seal. Spread the cream cheese mixture over the crescents. Unwrap the second package of rolls and lay them over the top of the cream cheese layer, pressing seams together to form a solid layer. Combine the remaining 1/4 cup of sugar and cinnamon, sprinkle over the top.Bake for 30 to 35 minutes in the preheated oven, until the top begins to brown. Cool and cut into bars.;198.6;12;https://images.media-allrecipes.com/userphotos/250x250/376335.jpg
25193;Italian Meatballs Recipe;Jo Ann;106;1 h 15 m;4 h;5 h 15 m;ground beef,oregano,parsley,garlic,onion,bread,spaghetti;Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 10x15 inch jelly-roll pan.In a large mixing bowl, combine  ground beef, oregano, parsley and garlic. Mix in onion soup mix and seasoned bread crumbs. Mix thoroughly.Using a 1 ounce scoop, scoop and shape the meat mixture into balls. Place in the prepared pan and bake in a preheated oven for 1 hour or until meatballs are browned and cooked through.In a large pot over high heat, bring the spaghetti sauce to a boil and add cooked meatballs. Reduce heat and simmer for 4 hours.;841.0;8;https://images.media-allrecipes.com/userphotos/560x315/993555.jpg
18962;Pineapple Punch Drink Recipe;sal;8;5 m;X;5 m;apple juice,lemon,raspberry;In a large punch bowl combine pineapple juice, sprite and drink mix. Stir, and serve over ice.;174.7;15;https://images.media-allrecipes.com/userphotos/560x315/4945798.jpg
7937;Very Berry Cheesecake Recipe;JJOHN32;48;30 m;1 h;1 h 30 m;vanilla,butter,cream cheese,white sugar,flour,vanilla,cottage cheese,brandy,egg,blackberry,brandy,white sugar;In a medium bowl, stir together vanilla wafer crumbs and butter.  Press the mixture into the bottom and 1 3/4 inch up the sides of an 8 inch springform pan.  Set aside.In a large bowl, stir together cream cheese, 3/4 cup sugar, flour, and vanilla. Beat with an electric mixer on low speed until smooth. Set aside. Place cottage cheese in a blender or food processor. Blend until smooth. Stir into cream cheese mixture. Stir in the 1/4 cup cherry brandy. Beat in eggs on low speed just till combined. You do not want do incorporate too much air into the batter.Preheat the oven to 375 degrees F (190 degrees C). Pour half of the cheese mixture into the crust-lined pan. Spread 1 cup of the fruit on top. Top with remaining cheese mixture and 1/2 cup of the fruit. Place in a shallow baking pan in the preheated oven.Bake for 40 to 45 minutes or till center appears nearly set when shaken. Cool on a wire rack for 15 minutes.  Loosen sides.  Cool completely on wire rack.  Cover and chill for at least 4 hours, or until ready to serve.For topping, in a medium bowl combine remaining 2 cups fruit, 1 tablespoon cherry brandy, and 1 tablespoon sugar.  Cover and chill for up to 2 hours. To serve, cut cheesecake into wedges.  Top each serving with fruit topping.;411.5;10;https://images.media-allrecipes.com/userphotos/560x315/2238085.jpg
